"lang"
{
        "Language"                "schinese"
        "DOTA_Tooltip_ability_item_midas_armlet_1_Description"                          "盔甲持有者击杀敌人掉落金钱."
        "DOTA_Tooltip_ability_item_midas_armlet_1_trigger_chance"                               "%触发概率:"
        "DOTA_Tooltip_ability_item_midas_armlet_1_bonus_gold"                                   "%额外金钱:"
        "DOTA_Tooltip_ability_item_midas_armlet_1_bonus_xp"                                             "%额外经验:"
        "DOTA_Tooltip_ability_item_midas_armlet_1_bonus_as"                                             "+$attack"

        "DOTA_Tooltip_ability_item_midas_armlet_2"                                                      "<font color=\"#FFD700\"> 迈达斯臂镯 </font>"
        "DOTA_Tooltip_ability_item_midas_armlet_2_Description"                          "盔甲持有者击杀敌人掉落金钱."
        "DOTA_Tooltip_ability_item_midas_armlet_2_trigger_chance"                               "%触发概率:"
        "DOTA_Tooltip_ability_item_midas_armlet_2_bonus_gold"                                   "%额外金钱:"
        "DOTA_Tooltip_ability_item_midas_armlet_2_bonus_xp"                                             "%额外经验:"
        "DOTA_Tooltip_ability_item_midas_armlet_2_bonus_as"                                             "+$attack"

        "DOTA_Tooltip_ability_item_midas_armlet_3"                                                      "<font color=\"#FFD700\"> 迈达斯臂镯 </font>"
        "DOTA_Tooltip_ability_item_midas_armlet_3_Description"                          "盔甲持有者击杀敌人掉落金钱."
        "DOTA_Tooltip_ability_item_midas_armlet_3_trigger_chance"                               "%触发概率:"
        "DOTA_Tooltip_ability_item_midas_armlet_3_bonus_gold"                                   "%额外金钱:"
        "DOTA_Tooltip_ability_item_midas_armlet_3_bonus_xp"                                             "%额外经验:"
        "DOTA_Tooltip_ability_item_midas_armlet_3_bonus_as"                                             "+$attack"

        "DOTA_Tooltip_ability_item_bonus_effect_green"                                                  "特效盒子(绿)"
        "DOTA_Tooltip_ability_item_bonus_effect_green_Description"                              "获得视觉特效! <br><br><font color='#FFD700'>赞助 ‘Partner’</font>"

        "DOTA_Tooltip_ability_item_bonus_effect_blue"                                                   "特效盒子(蓝)"
        "DOTA_Tooltip_ability_item_bonus_effect_blue_Description"                               "获得视觉特效! <br><br><font color='#FFD700'>赞助 ‘Partner’</font>"

        "DOTA_Tooltip_ability_item_bonus_effect_pink"                                                   "特效盒子(红)"
        "DOTA_Tooltip_ability_item_bonus_effect_pink_Description"                               "获得视觉特效! <br><br><font color='#FFD700'>赞助 ‘Partner’</font>"

        "DOTA_Tooltip_ability_item_bonus_tier_legendary"                                                "等级特效 (传奇)"
        "DOTA_Tooltip_ability_item_bonus_tier_legendary_Description"                    "获得视觉特效! <br><br><font color='#FFD700'>赞助 ‘Partner’</font>"

        "DOTA_Tooltip_ability_item_bonus_tier_divine"                                                   "等级特效 (不朽)"
        "DOTA_Tooltip_ability_item_bonus_tier_divine_Description"                               "获得视觉特效! <br><br><font color='#FFD700'>赞助 ‘Partner’</font>"

        "DOTA_Tooltip_ability_item_merlin_cap"                                                  "<font color='#C71585'> 魔灵帽 </font>"
        "DOTA_Tooltip_ability_item_merlin_cap_Description"                              "开启冥想之路的著名魔法师之帽! <br><br><font color='#FFD700'>赞助 ‘GODLIKE’</font>"
        "DOTA_Tooltip_ability_item_merlin_cap_cd_reduce"                                "%COOLDOWN REDUCTION:"
        "DOTA_Tooltip_ability_item_merlin_cap_interval"                                 "冷却时间:"
        "DOTA_Tooltip_ability_item_merlin_cap_hp_pct"                                   "%HEALTH RECOVER:"
        "DOTA_Tooltip_ability_item_merlin_cap_mp_pct"                                   "%MANA RECOVER:"

        "DOTA_Tooltip_ability_item_dark_sword"                                                  "<font color='#C71585'> 暗影领主之剑 </font>"
        "DOTA_Tooltip_ability_item_dark_sword_Description"                              "暗影领主之剑将敌人打入黑暗 <br><br><font color='#FFD700'>赞助 'GODLIKE'</font>"
        "DOTA_Tooltip_ability_item_dark_sword_trigger_chance"                   "%触发概率:"
        "DOTA_Tooltip_ability_item_dark_sword_bonus_dmg"                                "额外伤害:"
        "DOTA_Tooltip_ability_item_dark_sword_shadow_duration"                  "暗影持续时间:"
        "DOTA_Tooltip_ability_item_dark_sword_shadow_params"                    "%属性保留:"

        "DOTA_Tooltip_ability_item_angel_wings"                                                 "<font color='#C71585'> 天使之翼 </font>"
        "DOTA_Tooltip_ability_item_angel_wings_Description"                             "自由飞翔的天使翅膀! <br><br><font color='#FFD700'>赞助 'GODLIKE'</font>"
        "DOTA_Tooltip_ability_item_angel_wings_bonus_ms"                                "额外移速:"

        "DOTA_Tooltip_ability_item_reward_banana"                                                       "香蕉糖果"
        "DOTA_Tooltip_ability_item_reward_banana_Description"                           "吃我 !"
        "DOTA_Tooltip_ability_item_reward_banana_bonus_value"                           "额外智力:"

        "DOTA_Tooltip_ability_item_reward_fish"                                                 "鱼片"
        "DOTA_Tooltip_ability_item_reward_fish_Description"                             "吃我 !"
        "DOTA_Tooltip_ability_item_reward_fish_bonus_value"                             "额外敏捷:"

        "DOTA_Tooltip_ability_item_reward_meat"                                                 "香肠"
        "DOTA_Tooltip_ability_item_reward_meat_Description"                             "吃我 !"
        "DOTA_Tooltip_ability_item_reward_meat_bonus_value"                             "额外力量:"

        "DOTA_Tooltip_ability_item_reward_soup"                                                 "汤底"
        "DOTA_Tooltip_ability_item_reward_soup_Description"                             "吃我 !"
        "DOTA_Tooltip_ability_item_reward_soup_bonus_value"                             "额外生命:"

        "DOTA_Tooltip_ability_item_soup"                                                        "孟婆汤"
        "DOTA_Tooltip_ability_item_soup_Description"                            "不要喝我 !"
        "DOTA_Tooltip_ability_item_soup_bonus_value"                            "额外属性:"

        "DOTA_Tooltip_ability_item_arrow_pike"                                                  "箭杆"
        "DOTA_Tooltip_ability_item_arrow_pike_Description"                              "箭杆"

        "DOTA_Tooltip_ability_item_arrow_full"                                                  "满弓"
        "DOTA_Tooltip_ability_item_arrow_full_Description"                              "满弓"

        "DOTA_Tooltip_ability_item_arrow_fire"                                                  "火箭"
        "DOTA_Tooltip_ability_item_arrow_fire_Description"                              "火箭"

        "DOTA_Tooltip_ability_item_pie"                                                 "甜派"
        "DOTA_Tooltip_ability_item_pie_Description"                             "吃我 !"
        "DOTA_Tooltip_ability_item_pie_bonus_health"                    "额外生命:"
        "DOTA_Tooltip_ability_item_pie_bonus_regen"                             "额外生命恢复:"

        "DOTA_Tooltip_ability_item_wisp"                                                        "小精灵IO"
        "DOTA_Tooltip_ability_itwm_wisp_Description"                            "给我你的灵魂!"

        "DOTA_Tooltip_ability_item_living_armor"                                                        "自然护甲"
        "DOTA_Tooltip_ability_item_living_armor_Description"                            "<h1>激活 : 活体护甲</h1> 将英雄笼罩在保护性外壳中, 增加生命恢复阻挡物理伤害!\n <h1> 被动：与自然融合 </h1> 让我们穿过树林。"
        "DOTA_Tooltip_ability_item_living_armor_bonus_health"                           "+$health"
        "DOTA_Tooltip_ability_item_living_armor_bonus_regen"                            "+$hp_regen"
        "DOTA_Tooltip_ability_item_living_armor_bonus_armor"                            "+$armor"
        "DOTA_Tooltip_ability_item_living_armor_buff_duration"                          "效果持续时间:"
        "DOTA_Tooltip_ability_item_living_armor_buff_block"                             "伤害阻挡:"
        "DOTA_Tooltip_ability_item_living_armor_buff_regen"                             "增益效果回复:"

        "DOTA_Tooltip_ability_item_soul_gem"                                                    "<font color=\"#00FF00\">灵魂之石</font>"
        "DOTA_Tooltip_ability_item_soul_gem_Description"                                "一块让你看见终极奥秘的石头!"

        "DOTA_Tooltip_ability_item_icefrog_stand"                                                       "<font color=\"#00FFFF\">冰蛙雕像</font>"
        "DOTA_Tooltip_ability_item_icefrog_stand_Description"                           "你的灵魂有着不一样的力量!"

        "DOTA_Tooltip_ability_item_icefrog_essence"                                                     "<font color=\"#00FFFF\">老套玩意</font>"
        "DOTA_Tooltip_ability_item_icefrog_essence_Description"                         "举行神秘仪式的古老物品 ..."

        "DOTA_Tooltip_ability_item_icefrog_letter_1"                                                    "R"
        "DOTA_Tooltip_ability_item_icefrog_letter_1_Description"                                "某个大东西的一小部分 ..."

        "DOTA_Tooltip_ability_item_icefrog_letter_2"                                                    "O"
        "DOTA_Tooltip_ability_item_icefrog_letter_2_Description"                                "某个大东西的一小部分 ..."

        "DOTA_Tooltip_ability_item_icefrog_letter_3"                                                    "S"
        "DOTA_Tooltip_ability_item_icefrog_letter_3_Description"                                "某个大东西的一小部分 ..."

        "DOTA_Tooltip_ability_item_icefrog_letter_4"                                                    "H"
        "DOTA_Tooltip_ability_item_icefrog_letter_4_Description"                                "某个大东西的一小部分 ..."

        "DOTA_Tooltip_ability_item_icefrog_letter_5"                                                    "A"
        "DOTA_Tooltip_ability_item_icefrog_letter_5_Description"                                "某个大东西的一小部分 ..."

        "DOTA_Tooltip_ability_item_icefrog_letter_6"                                                    "N"
        "DOTA_Tooltip_ability_item_icefrog_letter_6_Description"                                "某个大东西的一小部分 ..."

        "DOTA_Tooltip_ability_item_icefrog_letter_7"                                                    "D"
        "DOTA_Tooltip_ability_item_icefrog_letter_7_Description"                                "某个大东西的一小部分 ..."

        "DOTA_Tooltip_ability_item_icefrog_letter_8"                                                    "E"
        "DOTA_Tooltip_ability_item_icefrog_letter_8_Description"                                "某个大东西的一小部分 ..."

        "DOTA_Tooltip_ability_item_icefrog_letter_9"                                                    "F"
        "DOTA_Tooltip_ability_item_icefrog_letter_9_Description"                                "某个大东西的一小部分 ..."

        "DOTA_Tooltip_ability_item_enchanted_mango_ritual"                                                      "芒果"
        "DOTA_Tooltip_ability_item_enchanted_mango_ritual_Description"                          "芒果"

        "DOTA_Tooltip_ability_item_broodmother_essence"                                                 "<font color=\"#00FF00\">蜘蛛女王之髓</font>"
        "DOTA_Tooltip_ability_item_broodmother_essence_Description"                             "使用这个你可以获得蜘蛛女王的力量!"

        "DOTA_Tooltip_ability_item_broodmother_cocoon"                                                  "<font color=\"#00FF00\">蜘蛛女王之茧</font>"
        "DOTA_Tooltip_ability_item_broodmother_cocoon_Description"                              "使用这个你可以获得蜘蛛女王的力量!"
        "DOTA_Tooltip_ability_item_broodmother_cocoon_meal_required"                    "需要加菜: "

        "DOTA_Tooltip_ability_item_spider_cocoon"                                                       "<font color=\"#00FF00\">大蜘蛛的茧 </font>"
        "DOTA_Tooltip_ability_item_spider_cocoon_Description"                           "你可以种一个大蜘蛛 !"
        "npc_dota_big_spider"                                                           "大蜘蛛"

        "DOTA_Tooltip_ability_item_stormbringer_armor"                                                  "暴风使者之甲"
        "DOTA_Tooltip_ability_item_stormbringer_armor_Description"                              "<h1>被动: 风暴护体 </h1> 每次攻击你, 敌人都会受到静电打击!"
        "DOTA_Tooltip_ability_item_stormbringer_armor_armor_bonus"                              "+$armor"
        "DOTA_Tooltip_ability_item_stormbringer_armor_health_bonus"                             "+$health"
        "DOTA_Tooltip_ability_item_stormbringer_armor_dmg_bonus"                                "+$damage"
        "DOTA_Tooltip_ability_item_stormbringer_armor_static_proc_chance"               "%触发概率:"
        "DOTA_Tooltip_ability_item_stormbringer_armor_static_damage"                    "静电伤害:"

        "DOTA_Tooltip_ability_item_thor_armor"                                                  "雷神之甲"
        "DOTA_Tooltip_ability_item_thor_armor_Description"                              "<h1>主动: 雷神之意</h1> 使用雷击打击附近所有敌人.<br> <h1>被动: 风暴护体 </h1> 每次攻击你, 敌人都会受到静电打击!"
        "DOTA_Tooltip_ability_item_thor_armor_armor_bonus"                              "+$armor"
        "DOTA_Tooltip_ability_item_thor_armor_health_bonus"                             "+$health"
        "DOTA_Tooltip_ability_item_thor_armor_dmg_bonus"                                "+$damage"
        "DOTA_Tooltip_ability_item_thor_armor_static_proc_chance"               "%触发概率:"
        "DOTA_Tooltip_ability_item_thor_armor_static_damage"                    "静电伤害:"
        "DOTA_Tooltip_ability_item_thor_armor_bolt_damage"                              "雷击伤害:"
        "DOTA_Tooltip_ability_item_thor_armor_bolt_radius"                              "雷击范围:"

        "DOTA_Tooltip_ability_item_spider_sack"                                                 "<font color=\"#00FF00\">蜘蛛袋</font>"
        "DOTA_Tooltip_ability_item_spider_sack_Description"                             "只是一个蜘蛛袋…"

        "DOTA_Tooltip_ability_item_watchers_gaze"                                                       "<font color=\"#7FFFD4\">守护之眼</font>"
        "DOTA_Tooltip_ability_item_watchers_gaze_Description"                           "<h1>主动: 石化凝视</h1>  敌人被石化，受到物理攻击时承受额外伤害.\n"
        "DOTA_Tooltip_ability_item_watchers_gaze_Lore"                                          "看着你的敌人，让他们惊呆."
        "DOTA_Tooltip_ability_item_watchers_gaze_bonus_armor"                           "+$armor"
        "DOTA_Tooltip_ability_item_watchers_gaze_bonus_stats"                           "+$all"
        "DOTA_Tooltip_ability_item_watchers_gaze_stone_duration"                        "持续时间:"
        "DOTA_Tooltip_ability_item_watchers_gaze_bonus_physical_damage"         "%额外伤害:"
        
        "DOTA_Tooltip_ability_item_medusa_head"                                                         "<font color=\"#7FFFD4\">美杜莎之首</font>"
        "DOTA_Tooltip_ability_item_medusa_head_Description"                                     "<h1>主动: 石化凝视</h1>  敌人被石化，受到物理攻击时承受额外伤害.\n"
        "DOTA_Tooltip_ability_item_medusa_head_Lore"                                            "看着你的敌人，让他们惊呆."
        "DOTA_Tooltip_ability_item_medusa_head_bonus_armor"                                     "+$armor"
        "DOTA_Tooltip_ability_item_medusa_head_bonus_stats"                                     "+$all"
        "DOTA_Tooltip_ability_item_medusa_head_stone_duration"                          "持续时间:"
        "DOTA_Tooltip_ability_item_medusa_head_bonus_physical_damage"           "%额外伤害:"
        
        "DOTA_Tooltip_ability_item_venomous_blade"                                                      "<font color=\"#00FF00\">毒刃</font>"
        "DOTA_Tooltip_ability_item_venomous_blade_Description"                          "<h1>主动: 毒性攻击 </h1> 使敌人中毒减速并受到持续伤害 .\n"
        "DOTA_Tooltip_ability_item_venomous_blade_Lore"                                         "这把毒刃太危险了请不要带在身上!"
        "DOTA_Tooltip_ability_item_venomous_blade_bonus_dmg"                            "+$damage"
        "DOTA_Tooltip_ability_item_venomous_blade_bonus_agi"                            "+$agi"
        "DOTA_Tooltip_ability_item_venomous_blade_duration"                                     "持续时间:"
        "DOTA_Tooltip_ability_item_venomous_blade_dmg_per_sec"                          "每秒伤害:"
        "DOTA_Tooltip_ability_item_venomous_blade_as_ms_debuff"                         "%攻速/移速 降低:"
        
        "DOTA_Tooltip_ability_item_venomous_sting"                                                      "<font color=\"#00FF00\">蜘蛛毒刺</font>"
        "DOTA_Tooltip_ability_item_venomous_sting_Description"                          "<h1>被动: 毒性 </h1>  使敌人中毒并受到持续伤害.\n"
        "DOTA_Tooltip_ability_item_venomous_sting_Lore"                                         "这是最危险的蜘蛛的毒刺!"
        "DOTA_Tooltip_ability_item_venomous_sting_bonus_dmg"                            "+$damage"
        "DOTA_Tooltip_ability_item_venomous_sting_duration"                                     "持续时间:"
        "DOTA_Tooltip_ability_item_venomous_sting_dmg_per_sec"                          "每秒伤害:"
        
        "DOTA_Tooltip_Ability_item_stone_str"                      "力量之石"
        "DOTA_Tooltip_ability_item_stone_str_Description"          "增加携带者的力量.<br><font color='#ff9966'><em> boss掉落 </em> </font>"
        "DOTA_Tooltip_ability_item_stone_str_bonus_stats"          "+$str"

        "DOTA_Tooltip_Ability_item_stone_agi"                      "敏捷之石"
        "DOTA_Tooltip_ability_item_stone_agi_Description"          "增加携带者的敏捷."
        "DOTA_Tooltip_ability_item_stone_agi_bonus_stats"          "+$agi"

        "DOTA_Tooltip_Ability_item_stone_int"                      "智慧之石"
        "DOTA_Tooltip_ability_item_stone_int_Description"          "增加携带者的智力."
        "DOTA_Tooltip_ability_item_stone_int_bonus_stats"          "+$int"

        "DOTA_Tooltip_Ability_item_cuirass_cursed"      "<font color=\"#00FF00\">被诅咒的胸甲</font>"
        "DOTA_Tooltip_ability_item_cuirass_cursed_Description"                  "<h1><font color='#00FF00'>被动: 灵魂收集 </font></h1> <br> 每个灵魂都会增加使用者的生命力，但是太多的话使用者会被反噬.<br><font color='#ff9966'><em>每次死亡灵魂清零..</em> </font><br><h1><font color='#00FF00'>被动: 被诅咒的光环 </font></h1> <br> 减少范围内敌方护甲.."
        "DOTA_Tooltip_ability_item_cuirass_cursed_health_bonus"                      "+$health"
        "DOTA_Tooltip_ability_item_cuirass_cursed_armor_bonus"                      "+$armor"
        "DOTA_Tooltip_ability_item_cuirass_cursed_str_bonus"                      "+$str"
        "DOTA_Tooltip_ability_item_cuirass_cursed_agi_bonus"                      "+$agi"
        "DOTA_Tooltip_ability_item_cuirass_cursed_int_bonus"                      "+$int"
        "DOTA_Tooltip_ability_item_cuirass_cursed_stats_required"                 "属性要求:"
        "DOTA_Tooltip_ability_item_cuirass_cursed_stack_health"                   "每层生命:"
        "DOTA_Tooltip_ability_item_cuirass_cursed_stack_hp_reg"                   "每层回复生命:"
        "DOTA_Tooltip_ability_item_cuirass_cursed_stack_max"                      "最大层数:"
        "DOTA_Tooltip_ability_item_cuirass_cursed_aura_radius"                    "光环范围"
        "DOTA_Tooltip_ability_item_cuirass_cursed_armor_debuff"                   "护甲减少"
        "DOTA_Tooltip_modifier_cuirass_cursed_stack"                                      "灵魂收集"
        "DOTA_Tooltip_modifier_cuirass_cursed_stack_Description"                  "每个灵魂都增加生命力"

        "DOTA_Tooltip_Ability_item_soul_vessel"                                         "魂之灵瓮"
        "DOTA_Tooltip_Ability_item_soul_vessel_Description"                     "灵瓮收藏勇士的灵魂."

        "DOTA_Tooltip_Ability_item_demon_mark_1"                                                "<font color=\"#FF4500\">恶魔标记 (围攻领主)</font>"
        "DOTA_Tooltip_Ability_item_demon_mark_1_Description"                    "恶魔标记可以召唤强有力的恶魔!"

        "DOTA_Tooltip_Ability_item_demon_mark_2"                                                "<font color=\"#FF4500\">恶魔标记 (混沌骑士)</font>"
        "DOTA_Tooltip_Ability_item_demon_mark_2_Description"                    "恶魔标记可以召唤强有力的恶魔!"

        "DOTA_Tooltip_Ability_item_demon_mark_3"                                                "<font color=\"#FF4500\">恶魔标记 (混沌魔童)</font>"
        "DOTA_Tooltip_Ability_item_demon_mark_3_Description"                    "恶魔标记可以召唤强有力的恶魔!"

        "DOTA_Tooltip_Ability_item_demon_mark_4"                                                "<font color=\"#FF4500\">恶魔标记 (混沌地狱火)</font>"
        "DOTA_Tooltip_Ability_item_demon_mark_4_Description"                    "恶魔标记可以召唤强有力的恶魔!"

        "DOTA_Tooltip_Ability_item_demon_mark_5"                                                "<font color=\"#FF4500\">恶魔标记 (女巫)</font>"
        "DOTA_Tooltip_Ability_item_demon_mark_5_Description"                    "恶魔标记可以召唤强有力的恶魔!"

        "DOTA_Tooltip_Ability_item_demon_mark_6"                                                "<font color=\"#FF4500\">恶魔标记 (亡灵战士)</font>"
        "DOTA_Tooltip_Ability_item_demon_mark_6_Description"                    "恶魔标记可以召唤强有力的恶魔!"

        "DOTA_Tooltip_Ability_item_demon_mark_7"                                                "<font color=\"#FF4500\">恶魔标记 (地穴领主)</font>"
        "DOTA_Tooltip_Ability_item_demon_mark_7_Description"                    "恶魔标记可以召唤强有力的恶魔!"

        "DOTA_Tooltip_Ability_item_demon_mark_8"                                                "<font color=\"#FF4500\">恶魔标记 (路西法)</font>"
        "DOTA_Tooltip_Ability_item_demon_mark_8_Description"                    "恶魔标记可以召唤强有力的恶魔!"

        "DOTA_Tooltip_Ability_item_demon_mark_9"                                                "<font color=\"#FF4500\">恶魔标记 (血魔王)</font>"
        "DOTA_Tooltip_Ability_item_demon_mark_9_Description"                    "恶魔标记可以召唤强有力的恶魔!"

        "DOTA_Tooltip_Ability_item_demon_mark_10"                                               "<font color=\"#FF4500\">恶魔标记 (黑暗之魂)</font>"
        "DOTA_Tooltip_Ability_item_demon_mark_10_Description"                   "恶魔标记可以召唤强有力的恶魔!"

        "DOTA_Tooltip_Ability_item_demon_mark_11"                                               "<font color=\"#FF4500\">恶魔标记 (术士)</font>"
        "DOTA_Tooltip_Ability_item_demon_mark_11_Description"                   "恶魔标记可以召唤强有力的恶魔!"

        "DOTA_Tooltip_Ability_item_chicken_game_ticket"                                         "门票"
        "DOTA_Tooltip_Ability_item_chicken_game_ticket_Description"                     "玩小鸡游戏的门票 !"

        "DOTA_Tooltip_Ability_item_chicken_coin"                                                        "小鸡硬币"

        "DOTA_Tooltip_Ability_item_chicken_king_staff"                                          "鸡王之杖"
        "DOTA_Tooltip_Ability_item_chicken_king_staff_Description"                      "<h1>主动: Chicken Rush<h1> 召唤一队疯狂小鸡 !"
        "DOTA_Tooltip_Ability_item_chicken_king_staff_stats"                            "+$all"
        "DOTA_Tooltip_Ability_item_chicken_king_staff_exp_boost"                        "%额外经验:"
        "DOTA_Tooltip_Ability_item_chicken_king_staff_chicken_count"            "小鸡数量:"
        "DOTA_Tooltip_Ability_item_chicken_king_staff_spawn_interval"           "冷却时间:"

        "DOTA_Tooltip_Ability_item_ventors_gamble"                                              "赌博骰子"
        "DOTA_Tooltip_Ability_item_ventors_gamble_Description"                  "<h1>被动: 赌博</h1>增加经验获取几率%exp_boost%%%.<br><br><font color='#FFD700'>打赏 ‘炒鸡玩家’</font></h1>"
        "DOTA_Tooltip_Ability_item_ventors_gamble_bonus_health"                 "+$health"
        "DOTA_Tooltip_Ability_item_ventors_gamble_bonus_mana"                   "+$mana"
        "DOTA_Tooltip_Ability_item_ventors_gamble_health_regen"                 "+$hp_regen"
        "DOTA_Tooltip_Ability_item_ventors_gamble_mana_regen"                   "+$mana_regen"
        "DOTA_Tooltip_Ability_item_ventors_gamble_Lore"                                 "在你掷骰子之前，你最好考虑一下。\n命只有一条,最好悠着点\n我是戴着紫色领结的不安分的家伙\n咧嘴一笑，你会大吃一惊"

        "donate_list_name_heroes"               "英雄专属"
        "donate_list_name_artifacts"    "工艺品"
        "donate_button_text"                    "打赏"
        //=================================================================================================================
        // Armor
        //=================================================================================================================

                "DOTA_Tooltip_Ability_item_armor_1"                      "盔甲 1级"
                "DOTA_Tooltip_ability_item_armor_1_Description"          "增加生命和护甲"
                "DOTA_Tooltip_ability_item_armor_1_Lore"                 "你是杀了哥布林才得到这个的?"
                "DOTA_Tooltip_ability_item_armor_1_Note0"                "biu biu biu"
                "DOTA_Tooltip_ability_item_armor_1_armor_bonus"                "+$armor"
                "DOTA_Tooltip_ability_item_armor_1_health_bonus"         "+$health"

                "DOTA_Tooltip_Ability_item_Armor_2"                      "盔甲 2级"
                "DOTA_Tooltip_ability_item_armor_2_Description"          "增加生命和护甲."
                "DOTA_Tooltip_ability_item_armor_2_Lore"                 "和丹德里克盔甲很像，你玩过上古卷轴，对吧?"
                "DOTA_Tooltip_ability_item_armor_2_Note0"                "Daedra?!"
                "DOTA_Tooltip_ability_item_armor_2_armor_bonus"                "+$armor"
                "DOTA_Tooltip_ability_item_armor_2_health_bonus"         "+$health"

                "DOTA_Tooltip_Ability_item_armor_3"                      "盔甲 3级"
                "DOTA_Tooltip_ability_item_armor_3_Description"          "增加生命和护甲."
                "DOTA_Tooltip_ability_item_armor_3_Lore"                 "国王的盔甲. 国民臣服于我."
                "DOTA_Tooltip_ability_item_armor_3_Note0"                "陛下"
                "DOTA_Tooltip_ability_item_armor_3_armor_bonus"          "+$armor"
                "DOTA_Tooltip_ability_item_armor_3_health_bonus"         "+$health"

        //=================================================================================================================
        // Mail
        //=================================================================================================================

                "DOTA_Tooltip_ability_item_mail"                      "锁子甲 1级"
                "DOTA_Tooltip_ability_item_mail_Description"          "增加护甲."
                "DOTA_Tooltip_ability_item_mail_Lore"                 "摇一摇，泥巴和树枝都会掉下来的盔甲."
                "DOTA_Tooltip_ability_item_mail_Note0"                "哇 好酷的围兜，有了它你能多承受几拳."
                "DOTA_Tooltip_ability_item_mail_armor_bonus"          "+$armor"

                "DOTA_Tooltip_ability_item_mail_1"                      "锁子甲 2级"
                "DOTA_Tooltip_ability_item_mail_1_Description"          "增加信使护甲."
                "DOTA_Tooltip_ability_item_mail_1_Lore"                 "噢，好了一点，至少不会碎了."
                "DOTA_Tooltip_ability_item_mail_1_Note0"                "哇 酷，有了它你能多承受几拳."
                "DOTA_Tooltip_ability_item_mail_1_armor_bonus"          "+$armor"

                "DOTA_Tooltip_ability_item_mail_2"                      "锁子甲 3级"
                "DOTA_Tooltip_ability_item_mail_2_Description"          "增加信使护甲."
                "DOTA_Tooltip_ability_item_mail_2_Lore"                 "有经验的铁匠的作品."
                "DOTA_Tooltip_ability_item_mail_2_Note0"                "哇 酷，有了它你能多承受几拳."
                "DOTA_Tooltip_ability_item_mail_2_armor_bonus"          "+$armor"

                "DOTA_Tooltip_ability_item_mail_3"                      "锁子甲 4级"
                "DOTA_Tooltip_ability_item_mail_3_Description"          "增加信使护甲."
                "DOTA_Tooltip_ability_item_mail_3_Lore"                 "伟大铁匠的作品，有了它就活得更开心了."
                "DOTA_Tooltip_ability_item_mail_3_Note0"                "哇 酷，有了它你能多承受几拳."
                "DOTA_Tooltip_ability_item_mail_3_armor_bonus"          "+$armor"

        //=================================================================================================================
        // Shield
        //=================================================================================================================

                "DOTA_Tooltip_Ability_item_Shield"                      "圆盾 1级"
                "DOTA_Tooltip_ability_item_Shield_Description"          "格挡即将到来的伤害"
                "DOTA_Tooltip_ability_item_Shield_Lore"                 "如果突然碎了,请不要怪铁匠.他刚刚开始学造盾牌."
                "DOTA_Tooltip_ability_item_Shield_Note0"                "新手铁匠的研发成果."
                "DOTA_Tooltip_ability_item_Shield_damage_block"         "格挡伤害:"

                "DOTA_Tooltip_Ability_item_Shield_1"                      "圆盾 2级"
                "DOTA_Tooltip_ability_item_Shield_1_Description"          "格挡即将到来的伤害"
                "DOTA_Tooltip_ability_item_Shield_1_Lore"                 "你可以看到铁匠的成长,盾牌看起来已经很好了."
                "DOTA_Tooltip_ability_item_Shield_1_Note0"                "没啥经验的铁匠的研发成果."
                "DOTA_Tooltip_ability_item_Shield_1_damage_block"         "格挡伤害:"

                "DOTA_Tooltip_Ability_item_Shield_2"                      "圆盾 3级"
                "DOTA_Tooltip_ability_item_Shield_2_Description"          "格挡即将到来的伤害"
                "DOTA_Tooltip_ability_item_Shield_2_Lore"                 "传奇盾牌,你相信那个铁匠并不是白费力气."
                "DOTA_Tooltip_ability_item_Shield_2_Note0"                "有经验铁匠的研发成果."
                "DOTA_Tooltip_ability_item_Shield_2_damage_block"         "格挡伤害:"

                "DOTA_Tooltip_Ability_item_Shield_3"                      "圆盾 4级"
                "DOTA_Tooltip_ability_item_Shield_3_Description"          "格挡即将到来的伤害"
                "DOTA_Tooltip_ability_item_Shield_3_Lore"                 "是的,这就是美国队长的盾牌,铁匠已经超越了自己."
                "DOTA_Tooltip_ability_item_Shield_3_Note0"                "传奇铁匠的研发成果."
                "DOTA_Tooltip_ability_item_Shield_3_damage_block"         "格挡伤害:"

        //=================================================================================================================
        // Health stone
        //=================================================================================================================

                "DOTA_Tooltip_Ability_item_Health_stone"                      "生命之石"
                "DOTA_Tooltip_ability_item_Health_stone_Description"          "增加生命的石头"
                "DOTA_Tooltip_ability_item_Health_stone_Lore"                 "有钉子的石头."
                "DOTA_Tooltip_ability_item_Health_stone_Note0"                "这石头藏着秘密."
                "DOTA_Tooltip_ability_item_Health_stone_health_bonus"         "+$health"


        //=================================================================================================================
        // Mana stone
        //=================================================================================================================

                "DOTA_Tooltip_Ability_item_Mana_stone"                      "魔法之石"
                "DOTA_Tooltip_ability_item_Mana_stone_Description"          "增加魔法的石头"
                "DOTA_Tooltip_ability_item_Mana_stone_Lore"                 "有钉子的石头."
                "DOTA_Tooltip_ability_item_Mana_stone_Note0"                "这石头藏着秘密."
                "DOTA_Tooltip_ability_item_Mana_stone_mana_bonus"           "+$mana"


        //=================================================================================================================
        // Soul stone
        //=================================================================================================================

